Name,Status,Description,Priviledge
CVE-1999-0368,Entry,"Buffer overflows in wuarchive ftpd (wu-ftpd) and ProFTPD lead to remote root access, a.k.a. palmetto.",root
CVE-1999-0369,Entry,The Sun sdtcm_convert calendar utility for OpenWindows has a buffer overflow which can gain root access.,root
CVE-1999-0371,Entry,Lynx allows a local user to overwrite sensitive files through /tmp symlinks.,user
CVE-1999-0372,Entry,The installer for BackOffice Server includes account names and passwords in a setup file (reboot.ini) which is not deleted.,user
CVE-1999-0373,Entry,"Buffer overflow in the ""Super"" utility in Debian GNU/Linux, and other operating systems, allows local users to execute commands as root.",root
CVE-1999-0374,Entry,Debian GNU/Linux cfengine package is susceptible to a symlink attack.,user
CVE-1999-0375,Entry,Buffer overflow in webd in Network Flight Recorder (NFR) 2.0.2-Research allows remote attackers to execute commands.,user
CVE-1999-0376,Entry,Local users in Windows NT can obtain administrator privileges by changing the KnownDLLs list to reference malicious programs.,user
CVE-1999-0377,Entry,Process table attack in Unix systems allows a remote attacker to perform a denial of service by filling a machine's process tables through multiple connections to network services.,user
CVE-1999-0378,Entry,InterScan VirusWall for Solaris doesn't scan files for viruses when a single HTTP request includes two GET commands.,user
CVE-1999-0379,Entry,Microsoft Taskpads allows remote web sites to execute commands on the visiting user's machine via certain methods that are marked as Safe for Scripting.,user
CVE-1999-0380,Entry,"SLMail 3.1 and 3.2 allows local users to access any file in the NTFS file system when the Remote Administration Service (RAS) is enabled by setting a user's Finger File to point to the target file, then running finger on the user.",user
CVE-1999-0382,Entry,"The screen saver in Windows NT does not verify that its security context has been changed properly, allowing attackers to run programs with elevated privileges.",user
CVE-1999-0383,Entry,ACC Tigris allows public access without a login.,user
CVE-1999-0384,Entry,The Forms 2.0 ActiveX control (included with Visual Basic for Applications 5.0) can be used to read text from a user's clipboard when the user accesses documents with ActiveX content.,user
CVE-1999-0385,Entry,The LDAP bind function in Exchange 5.5 has a buffer overflow that allows a remote attacker to conduct a denial of service or execute commands.,user
CVE-1999-0386,Entry,Microsoft Personal Web Server and FrontPage Personal Web Server in some Windows systems allows a remote attacker to read files on the server by using a nonstandard URL.,user
CVE-1999-0387,Entry,A legacy credential caching mechanism used in Windows 95 and Windows 98 systems allows attackers to read plaintext network passwords.,user
CVE-1999-0388,Entry,"DataLynx suGuard trusts the PATH environment variable to execute the ps command, allowing local users to execute commands as root.",root
CVE-1999-0390,Entry,Buffer overflow in Dosemu Slang library in Linux.,user
CVE-1999-0391,Entry,"The cryptographic challenge of SMB authentication in Windows 95 and Windows 98 can be reused, allowing an attacker to replay the response and impersonate a user.",user
CVE-1999-0392,Entry,Buffer overflow in Thomas Boutell's cgic library version up to 1.05.,user
CVE-1999-0393,Entry,Remote attackers can cause a denial of service in Sendmail 8.8.x and 8.9.2 by sending messages with a large number of headers.,user
CVE-1999-0395,Entry,A race condition in the BackWeb Polite Agent Protocol allows an attacker to spoof a BackWeb server.,user
CVE-1999-0396,Entry,A race condition between the select() and accept() calls in NetBSD TCP servers allows remote attackers to cause a denial of service.,user
CVE-1999-0402,Entry,wget 1.5.3 follows symlinks to change permissions of the target file instead of the symlink itself.,user
CVE-1999-0403,Entry,A bug in Cyrix CPUs on Linux allows local users to perform a denial of service.,user
CVE-1999-0404,Entry,Buffer overflow in the Mail-Max SMTP server for Windows systems allows remote command execution.,user
CVE-1999-0405,Entry,A buffer overflow in lsof allows local users to obtain root privilege.,root
CVE-1999-0407,Entry,"By default, IIS 4.0 has a virtual directory /IISADMPWD which contains files that can be used as proxies for brute force password attacks, or to identify valid users on the system.",user
CVE-1999-0408,Entry,"Files created from interactive shell sessions in Cobalt RaQ microservers (e.g. .bash_history) are world readable, and thus are accessible from the web server.",user
CVE-1999-0409,Entry,Buffer overflow in gnuplot in Linux version 3.5 allows local users to obtain root access.,root
CVE-1999-0410,Entry,The cancel command in Solaris 2.6 (i386) has a buffer overflow that allows local users to obtain root access.,root
CVE-1999-0412,Entry,"In IIS and other web servers, an attacker can attack commands as SYSTEM if the server is running as SYSTEM and loading an ISAPI extension.",user
CVE-1999-0413,Entry,A buffer overflow in the SGI X server allows local users to gain root access through the X server font path.,root
CVE-1999-0414,Entry,"In Linux before version 2.0.36, remote attackers can spoof a TCP connection and pass data to the application layer before fully establishing the connection.",user
CVE-1999-0415,Entry,"The HTTP server in Cisco 7xx series routers 3.2 through 4.2 is enabled by default, which allows remote attackers to change the router's configuration.",user
CVE-1999-0416,Entry,Vulnerability in Cisco 7xx series routers allows a remote attacker to cause a system reload via a TCP connection to the router's TELNET port.,user
CVE-1999-0417,Entry,64 bit Solaris 7 procfs allows local users to perform a denial of service.,user
CVE-1999-0420,Entry,umapfs allows local users to gain root privileges by changing their uid through a malicious mount_umap program.,root
CVE-1999-0421,Entry,"During a reboot after an installation of Linux Slackware 3.6, a remote attacker can obtain root access by logging in to the root account without a password.",root
CVE-1999-0422,Entry,"In some cases, NetBSD 1.3.3 mount allows local users to execute programs in some file systems that have the ""noexec"" flag set.",user
CVE-1999-0423,Entry,Vulnerability in hpterm on HP-UX 10.20 allows local users to gain additional privileges.,user
CVE-1999-0424,Entry,talkback in Netscape 4.5 allows a local user to overwrite arbitrary files of another user whose Netscape crashes.,user
CVE-1999-0425,Entry,talkback in Netscape 4.5 allows a local user to kill an arbitrary process of another user whose Netscape crashes.,user
CVE-1999-0428,Entry,OpenSSL and SSLeay allow remote attackers to reuse SSL sessions and bypass access controls.,user
CVE-1999-0429,Entry,The Lotus Notes 4.5 client may send a copy of encrypted mail in the clear across the network if the user does not set the "Encrypt Saved Mail" preference.,user
CVE-1999-0430,Entry,Cisco Catalyst LAN switches running Catalyst 5000 supervisor software allows remote attackers to perform a denial of service by forcing the supervisor module to reload.,user
CVE-1999-0432,Entry,ftp on HP-UX 11.00 allows local users to gain privileges.,user
CVE-1999-0433,Entry,"XFree86 startx command is vulnerable to a symlink attack, allowing local users to create files in restricted directories, possibly allowing them to gain privileges or cause a denial of service.",user
CVE-1999-0436,Entry,Domain Enterprise Server Management System (DESMS) in HP-UX allows local users to gain privileges.,user
CVE-1999-0437,Entry,Remote attackers can perform a denial of service in WebRamp systems by sending a malicious string to the HTTP port.,user
CVE-1999-0438,Entry,"Remote attackers can perform a denial of service in WebRamp systems by sending a malicious UDP packet to port 5353, changing its IP address.",user
CVE-1999-0439,Entry,Buffer overflow in procmail before version 3.12 allows remote or local attackers to execute commands via expansions in the procmailrc configuration file.,user
CVE-1999-0440,Entry,The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.,user
CVE-1999-0441,Entry,Remote attackers can perform a denial of service in WinGate machines using a buffer overflow in the Winsock Redirector Service.,user
CVE-1999-0442,Entry,Solaris ff.core allows local users to modify files.,user
CVE-1999-0445,Entry,"In Cisco routers under some versions of IOS 12.0 running NAT, some packets may not be filtered by input access list filters.",user
CVE-1999-0446,Entry,"Local users can perform a denial of service in NetBSD 1.3.3 and earlier versions by creating an unusual symbolic link with the ln command, triggering a bug in VFS.",user
CVE-1999-0447,Entry,Local users can gain privileges using the debug utility in the MPE/iX operating system.,user
CVE-1999-0448,Entry,"IIS 4.0 and Apache log HTTP request methods, regardless of how long they are, allowing a remote attacker to hide the URL they really request.",user
CVE-1999-0449,Entry,"The ExAir sample site in IIS 4 allows remote attackers to cause a denial of service (CPU consumption) via a direct request to the (1) advsearch.asp, (2) query.asp, or (3) search.asp scripts.",user
CVE-1999-0457,Entry,Linux ftpwatch program allows local users to gain root privileges.,root
CVE-1999-0458,Entry,L0phtcrack 2.5 used temporary files in the system TEMP directory which could contain password information.,user
CVE-1999-0463,Entry,Remote attackers can perform a denial of service using IRIX fcagent.,user
CVE-1999-0464,Entry,Local users can perform a denial of service in Tripwire 1.2 and earlier using long filenames.,user
CVE-1999-0466,Entry,The SVR4 /dev/wabi special device file in NetBSD 1.3.3 and earlier allows a local user to read or write arbitrary files on the disk associated with that device.,user
CVE-1999-0468,Entry,Internet Explorer 5.0 allows a remote server to read arbitrary files on the client's file system using the Microsoft Scriptlet Component.,user
CVE-1999-0470,Entry,"A weak encryption algorithm is used for passwords in Novell Remote.NLM, allowing them to be easily decrypted.",user
CVE-1999-0471,Entry,The remote proxy server in Winroute allows a remote attacker to reconfigure the proxy without authentication through the "cancel" button.,user
CVE-1999-0472,Entry,"The SNMP default community name ""public"" is not properly removed in NetApps C630 Netcache, even if the administrator tries to disable it.",user
CVE-1999-0473,Entry,The rsync command before rsync 2.3.1 may inadvertently change the permissions of the client's working directory to the permissions of the directory being transferred.,user
CVE-1999-0474,Entry,The ICQ Webserver allows remote attackers to use .. to access arbitrary files outside of the user's personal directory.,user
CVE-1999-0475,Entry,A race condition in how procmail handles .procmailrc files allows a local user to read arbitrary files available to the user who is running procmail.,user
CVE-1999-0478,Entry,Denial of service in HP-UX sendmail 8.8.6 related to accepting connections.,user
CVE-1999-0479,Entry,Denial of service Netscape Enterprise Server with VirtualVault on HP-UX VVOS systems.,user
CVE-1999-0481,Entry,Denial of service in "poll" in OpenBSD.,user
CVE-1999-0482,Entry,"OpenBSD kernel crash through TSS handling, as caused by the crashme program.",user
